OGA_ID	sample_ID	station	depth	size fraction	latitude	longitude	OGA_ID	Station	ENA_ID	INSDC_ID	BioSamples_ID	Sample_method	Depth_Nominal	Environmental_feature	Fraction_Lower (µm)	Fraction_Upper (µm)	Biome	Region	Province	Barcode	Date_Time	Seafloor (m)	Temperature (°C)	Salinity (PSU)	Density (kg/m**3)	Distance_coast (km)	Chlorophyll_A (mg/m**3)	Depth (m)	PAR (mol quanta/m**2/day)	O2 (µmol/kg)	NO3 (µmol/l)	Iron_5m* (µmol/l)	Ammonium_5m* (µmol/l)	Nitrite_5m* (µmol/l)	Nitrate_5m* (µmol/l)	CDOM* (ppb (QSE))	NPP_C* (mg/m**2/day)	POC* (µg/kg)	PIC* (mol/m3)	Alkalinity (µmol/kg)	Carbon Total (µmol/kg)	CO2 (µmol/kg)	CO3 (µmol/kg)	HCO3 (µmol/kg)	pH (-)	NO2 (µmol/l)	PO4 (µmol/l)	NO3_NO2 (µmol/l)	Si (µmol/l)	MLD (m)	DCM (m)	Depth_max_Brunt_Väisälä_freq (m)	Depth_max_O2 (m)	Depth_min_O2 (m)	Depth_nitracline (m)	Shannon_Darwin* (-)	Shannon_Physat* (-)	miTAG_SILVA_Chao (-)	miTAG_SILVA_Shannon (-)	OG_Richness (-)	OG_Evenness (-)	Chlorophyll c3 (mg/m**3)	Peridinin (mg/m**3)	Fucoxanthin (mg/m**3)	Prasinoxanthin (mg/m**3)	19-Hexanoyloxyfucoxanthin (mg/m**3)	Alloxanthin (mg/m**3)	Zeaxanthin (mg/m**3)	Lutein (mg/m**3)	Latitude (-)	Longitude (-)	Sea_ice* (%)	Season	Season_subperiod	Okubo-Weiss* (-)	Lyapunov* (l/day)	Residence_time* (days)
365	TARA_N000002809	TARA_153	MIX	[180-2000µm]	44.0852	-16.5645	TARA_153_MIX_180-2000	TARA_153	ERS494720	ERR1719339|ERR1719341|ERR1756205|ERR1726532	SAMEA2731729	SEQ-(500mL-or-15min)_N180-2000	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	180	2000	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002809	2012-03-24T10:34	-3687	13.93922	35.92682	26.917305	0.92817	0.06645	25	1.017205	242.33885	1.454189	0.001042778	0.027011777	0.039164047	0.218452215											0.215	0.254	3.205	1.538	88		95	97	323	322															44.0852	-16.5645	0	spring	early	0.176339	0.064908	0
366	TARA_N000002811	TARA_153	MIX	[20-180µm]	44.0722	-16.4987	TARA_153_MIX_20-180	TARA_153	ERS494754	ERR1719263|ERR1879741|ERR1726803	SAMEA2731935	SEQ-(500mL-or-15min)_N20-180	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	20	180	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002811	2012-03-24T18:52	-4004	13.401785	35.832065	26.95771	0.53809	0.0132	100	0.000036	244.0315	4.238209	0.001042778	0.027011777	0.039164047	0.218452215											0.23	0.249	3.642	1.626	158	13	235	13	525	525															44.0722	-16.4987	0	winter	late	0.176339	0.064908	0
367	TARA_N000002813	TARA_153	MIX	[20-180µm]	44.074	-16.547	TARA_153_MIX_20-180	TARA_153	ERS494726	ERR1719264|ERR1719151|ERR1756176|ERR1726653	SAMEA2731730	SEQ-(500mL-or-15min)_N20-180	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	20	180	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002813	2012-03-24T11:50	-3716	13.87241	35.91333	26.92118	1.1604	0.0609	25	1.170434	243.4647	2.068098	0.001042778	0.027011777	0.039164047	0.218452215											0.215	0.254	3.205	1.538	99	39	5	164	914	211															44.074	-16.547	0	spring	early	0.176339	0.064908	0
368	TARA_N000002817	TARA_153	MIX	[5-20µm]	44.0497	-16.6034	TARA_153_MIX_5-20	TARA_153	ERS494711	ERR1756020|ERR1756328|ERR1726756|ERR1712210|ERR1712037	SAMEA2623989	SEQ-(500mL-or-15min)_W5-20	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	5	20	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002817	2012-03-24T08:13	-3687	13.93922	35.92682	26.917305	2.6558	0.06645	25	1.046765	242.33885	1.454189	0.001042778	0.027011777	0.039164047	0.218452215											0.215	0.254	3.205	1.538	88		95	97	323	322															44.0497	-16.6034	0	spring	early	0.176339	0.064908	0
369	TARA_N000002819	TARA_153	MIX	[0.8-5µm]	44.0342	-16.5455	TARA_153_MIX_0.8-5	TARA_153	ERS494743	ERR1719506|ERR1879930|ERR868429	SAMEA2624011	SEQ-(100L-or-15min)_W0.8-5	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	0.8	5	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002819	2012-03-24T15:49	-3669	13.410555	35.83324	26.956965	0	0.0132	100	0.000023	244.0327	4.355658	0.001042778	0.027011777	0.039164047	0.218452215											0.23	0.249	3.642	1.626	106	44	3	211	156	221															44.0342	-16.5455	0	spring	early	0.176339	0.064908	0
370	TARA_N000002823	TARA_153	MIX	[>0.8µm]	44.0342	-16.5455	TARA_153_MIX_0.8->	TARA_153	ERS494741	ERR1726919|ERR1879757|ERR1719174|ERR1879873	SAMEA2624009	SEQ-(100L-or-15min)_W>0.8	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	0.8	>0.80	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002823	2012-03-24T15:49	-3669	13.410555	35.83324	26.956965	0	0.0132	100	0.000023	244.0327	4.355658	0.001042778	0.027011777	0.039164047	0.218452215											0.23	0.249	3.642	1.626	106	44	3	211	156	221															44.0342	-16.5455	0	spring	early	0.176339	0.064908	0
371	TARA_N000002825	TARA_153	MIX	[>0.8µm]	44.0497	-16.6034	TARA_153_MIX_0.8->	TARA_153	ERS494707	ERR1719201|ERR1719182|ERR1879733|ERR1726821|ERR1879737	SAMEA2623985	SEQ-(100L-or-15min)_W>0.8	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	0.8	>0.80	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002825	2012-03-24T08:13	-3687	13.93922	35.92682	26.917305	2.6558	0.06645	25	1.046765	242.33885	1.454189	0.001042778	0.027011777	0.039164047	0.218452215											0.215	0.254	3.205	1.538	88		95	97	323	322															44.0497	-16.6034	0	spring	early	0.176339	0.064908	0
372	TARA_N000002923	TARA_137	SRF	[>0.8µm]	14.2035	-116.626	TARA_137_SRF_0.8->	TARA_137	ERS493643	ERR1879852|ERR1719294|ERR1726864|ERR1879894	SAMEA2623282	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	TARA_N000002923	2011-12-02T14:12	-4136	26.478605	33.84798	22.01524	0.35071	0.1386	5	22.246192	195.77195	3.740793	0.000004212	0.016200179	0.02376498	3.006373823		446.388	64.7954139709473	0.000262639885477256	0.0044	0.0081	12.327003	0.0118	0	7.994835	0.067	0.456	2.444	2.538	29	36	39	13	630	44	0.623359	0.561121	3364.714903	6.607743957	13938.9	0.747462387	0.0178	0.0092	0.0081	0	0.0635	0	0.0914	0.0039	14.2035	-116.6261	0	autumn	late	0.075315	0.032361	0
373	TARA_N000002925	TARA_137	SRF	[0.8-5µm]	14.2035	-116.626	TARA_137_SRF_0.8-5	TARA_137	ERS493645	ERR1719387|ERR1756149|ERR868477|ERR1719252|ERR1756234	SAMEA2623284	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	TARA_N000002925	2011-12-02T14:12	-4136	26.478605	33.84798	22.01524	0.35071	0.1386	5	22.246192	195.77195	3.740793	0.000004212	0.016200179	0.02376498	3.006373823		446.388	64.7954139709473	0.000262639885477256	0.0044	0.0081	12.327003	0.0118	0	7.994835	0.067	0.456	2.444	2.538	29	36	39	13	630	44	0.623359	0.561121	3364.714903	6.607743957	13938.9	0.747462387	0.0178	0.0092	0.0081	0	0.0635	0	0.0914	0.0039	14.2035	-116.6261	0	autumn	late	0.075315	0.032361	0
374	TARA_N000002927	TARA_137	SRF	[5-20µm]	14.1853	-116.684	TARA_137_SRF_5-20	TARA_137	ERS493660	ERR1726669|ERR1756099|ERR1756306	SAMEA2732607	SEQ-(500mL-or-15min)_N5-20	SRF	[SRF] surface water layer (ENVO:00010504)	5	20	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	TARA_N000002927	2011-12-02T17:23	-4118	26.478605	33.84798	22.01524	2.1437	0.1386	5	21.249675	195.77195	3.740793	0.000004212	0.016200179	0.02376498	3.006373823		446.388	72.1789169311523	0.000302359956549481	0.0044	0.0081	12.327003	0.0118	0	7.994835	0.067	0.456	2.444	2.538	28	34	39	16	206	39	0.623359	0.561121	3364.714903	6.607743957	13938.9	0.747462387	0.0178	0.0092	0.0081	0	0.0635	0	0.0914	0.0039	14.1853	-116.6842	0	autumn	late	0.075315	0.032361	0
375	TARA_N000002929	TARA_137	SRF	[20-180µm]	14.1927	-116.647	TARA_137_SRF_20-180	TARA_137	ERS493656	ERR1756117|ERR1719270|ERR1726692|ERR1756022	SAMEA2732378	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	TARA_N000002929	2011-12-02T16:36	-4118	26.478605	33.84798	22.01524	1.1717	0.1386	5	22.246192	195.77195	3.740793	0.000004212	0.016200179	0.02376498	3.006373823		446.388	62.9702053070068	0.000252070836722851	0.0044	0.0081	12.327003	0.0118	0	7.994835	0.067	0.456	2.444	2.538	28	34	39	16	206	39	0.623359	0.561121	3364.714903	6.607743957	13938.9	0.747462387	0.0178	0.0092	0.0081	0	0.0635	0	0.0914	0.0039	14.1927	-116.6474	0	autumn	late	0.075315	0.032361	0
376	TARA_N000002931	TARA_137	SRF	[180-2000µm]	14.2004	-116.64	TARA_137_SRF_180-2000	TARA_137	ERS493652	ERR1712163|ERR1755972|ERR1726738|ERR1755906|ERR1711873	SAMEA2732604	SEQ-(500mL-or-15min)_N180-2000	SRF	[SRF] surface water layer (ENVO:00010504)	180	2000	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	TARA_N000002931	2011-12-02T15:11	-4136	26.478605	33.84798	22.01524	0.44147	0.1386	5	22.246192	195.77195	3.740793	0.000004212	0.016200179	0.02376498	3.006373823		446.388	64.7954139709473	0.000262639885477256	0.0044	0.0081	12.327003	0.0118	0	7.994835	0.067	0.456	2.444	2.538	29	36	39	13	630	44	0.623359	0.561121	3364.714903	6.607743957	13938.9	0.747462387	0.0178	0.0092	0.0081	0	0.0635	0	0.0914	0.0039	14.2004	-116.6398	0	autumn	late	0.075315	0.032361	0
377	TARA_N000002934	TARA_137	DCM	[>0.8µm]	14.2075	-116.647	TARA_137_DCM_0.8->	TARA_137	ERS493677	ERR1879677|ERR1726523|ERR1719449|ERR1719158|ERR1879680	SAMEA2623302	SEQ-(100L-or-15min)_W>0.8	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.8	>0.80	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	TARA_N000002934	2011-12-02T20:42	-4118	20.58574	34.366025	24.14088	0.67452	0.33414	40	0.645405	123.201	7.312792	0.000004212	0.016200179	0.02376498	3.006373823	1.7042	452.195	62.9702053070068	0.000252070836722851	0.0238	0.0228		0.0606	0		0.3055	0.884	6.0475	4.661	28	34	39	16	206	39	0.623359	0.561121	4996.589383	6.084460282	17574.3	0.737769447	0.0553	0.0197	0.0228	0.0051	0.1557	0.0025	0.1106	0.0088	14.2075	-116.6468	0	autumn	late	0.075315	0.032361	0
378	TARA_N000002938	TARA_137	DCM	[5-20µm]	14.1957	-116.729	TARA_137_DCM_5-20	TARA_137	ERS493694	ERR1756168|ERR1719188|ERR1726583|ERR1719226|ERR1755980	SAMEA2732866	SEQ-(500mL-or-15min)_N5-20	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	5	20	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	TARA_N000002938	2011-12-02T23:02	-4132	20.58574	34.366025	24.14088	3.326	0.33414	40	0.551993	123.201	7.312792	0.000004212	0.016200179	0.02376498	3.006373823	1.7042	452.195	82.8219757080078	0.000347283945302479	0.0238	0.0228		0.0606	0		0.3055	0.884	6.0475	4.661	23	31	35	13	612	46	0.623359	0.561121	4996.589383	6.084460282	17574.3	0.737769447	0.0553	0.0197	0.0228	0.0051	0.1557	0.0025	0.1106	0.0088	14.1957	-116.7293	0	autumn	late	0.075315	0.032361	0
379	TARA_N000002940	TARA_137	DCM	[20-180µm]	14.1987	-116.716	TARA_137_DCM_20-180	TARA_137	ERS493690	ERR1756260|ERR1719288|ERR1726954|ERR1719367	SAMEA2732613	SEQ-(500mL-or-15min)_N20-180	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	20	180	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	TARA_N000002940	2011-12-02T22:37	-4132	20.58574	34.366025	24.14088	2.7711	0.33414	40	0.551993	123.201	7.312792	0.000004212	0.016200179	0.02376498	3.006373823	1.7042	452.195	78.319465637207	0.000320298888254911	0.0238	0.0228		0.0606	0		0.3055	0.884	6.0475	4.661	23	31	35	13	612	46	0.623359	0.561121	4996.589383	6.084460282	17574.3	0.737769447	0.0553	0.0197	0.0228	0.0051	0.1557	0.0025	0.1106	0.0088	14.1987	-116.7164	0	autumn	late	0.075315	0.032361	0
380	TARA_N000002942	TARA_137	DCM	[180-2000µm]	14.2005	-116.703	TARA_137_DCM_180-2000	TARA_137	ERS493686	ERR1712114|ERR1756038|ERR1726796|ERR1755997|ERR1712112	SAMEA2732863	SEQ-(500mL-or-15min)_N180-2000	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	180	2000	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	TARA_N000002942	2011-12-02T22:10	-4118	20.58574	34.366025	24.14088	1.3283	0.33414	40	0.551993	123.201	7.312792	0.000004212	0.016200179	0.02376498	3.006373823	1.7042	452.195	78.319465637207	0.000320298888254911	0.0238	0.0228		0.0606	0		0.3055	0.884	6.0475	4.661	28	34	39	16	206	39	0.623359	0.561121	4996.589383	6.084460282	17574.3	0.737769447	0.0553	0.0197	0.0228	0.0051	0.1557	0.0025	0.1106	0.0088	14.2005	-116.7031	0	autumn	late	0.075315	0.032361	0
381	TARA_N000002959	TARA_136	SRF	[>0.8µm]	17.0854	-118.891	TARA_136_SRF_0.8->	TARA_136	ERS493610	ERR1879829|ERR1719257|ERR1719441|ERR1726576	SAMEA2623264	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPTG] North Pacific Tropical Gyre Province (MRGID:21487)	TARA_N000002959	2011-11-30T16:20	-3931	24.612275	34.524725	23.0995	0.29277	0.0717	5	16.754029	201.518375	0	0.000052759	0.012660564	0.00799121	0.567577511			58.9621429443359	0.000143054581712931	0.002	0.0051		0.0109	0		0.0145	0.3115	0.242	1.7995	43	47	54	13	370	48	0.782584	0.595667					0.011	0.0046	0.0051	0	0.0333	0	0.0654	0.0027	17.0854	-118.8913	0	autumn	late	-0.588642	0.071185	44.027778
382	TARA_N000002961	TARA_136	SRF	[0.8-5µm]	17.0854	-118.891	TARA_136_SRF_0.8-5	TARA_136	ERS493612	ERR868378|ERR1719241|ERR1719171|ERR1756086	SAMEA2623266	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPTG] North Pacific Tropical Gyre Province (MRGID:21487)	TARA_N000002961	2011-11-30T16:20	-3931	24.612275	34.524725	23.0995	0.29277	0.0717	5	16.754029	201.518375	0	0.000052759	0.012660564	0.00799121	0.567577511			58.9621429443359	0.000143054581712931	0.002	0.0051		0.0109	0		0.0145	0.3115	0.242	1.7995	43	47	54	13	370	48	0.782584	0.595667					0.011	0.0046	0.0051	0	0.0333	0	0.0654	0.0027	17.0854	-118.8913	0	autumn	late	-0.588642	0.071185	44.027778
383	TARA_N000002963	TARA_136	SRF	[5-20µm]	17.0149	-118.917	TARA_136_SRF_5-20	TARA_136	ERS493626	ERR1719363|ERR1726723|ERR1719277|ERR1756184	SAMEA2732373	SEQ-(500mL-or-15min)_N5-20	SRF	[SRF] surface water layer (ENVO:00010504)	5	20	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPTG] North Pacific Tropical Gyre Province (MRGID:21487)	TARA_N000002963	2011-11-30T22:40	-3931	24.612275	34.524725	23.0995	4.1447	0.0717	5	18.307539	201.518375	0	0.000052759	0.012660564	0.00799121	0.567577511			53.6251277923584	0.000141186406835914	0.002	0.0051		0.0109	0		0.0145	0.3115	0.242	1.7995	44	47	57	13	244	53	0.782584	0.595667					0.011	0.0046	0.0051	0	0.0333	0	0.0654	0.0027	17.0149	-118.9173	0	autumn	late	-0.588642	0.071185	44.027778
384	TARA_N000002965	TARA_136	SRF	[20-180µm]	17.0552	-118.901	TARA_136_SRF_20-180	TARA_136	ERS493621	ERR1726873|ERR1719422|ERR1719179|ERR1756150	SAMEA2732598	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPTG] North Pacific Tropical Gyre Province (MRGID:21487)	TARA_N000002965	2011-11-30T19:15	-3931	24.612275	34.524725	23.0995	0.66512	0.0717	5	16.754029	201.518375	0	0.000052759	0.012660564	0.00799121	0.567577511			56.4698104858398	0.000141580072522629	0.002	0.0051		0.0109	0		0.0145	0.3115	0.242	1.7995	44	47	57	13	244	53	0.782584	0.595667					0.011	0.0046	0.0051	0	0.0333	0	0.0654	0.0027	17.0552	-118.9008	0	autumn	late	-0.588642	0.071185	44.027778
385	TARA_N000002967	TARA_136	SRF	[180-2000µm]	17.0769	-118.896	TARA_136_SRF_180-2000	TARA_136	ERS493617	ERR1712240|ERR1726776|ERR1711889|ERR1756309	SAMEA2732594	SEQ-(500mL-or-15min)_N180-2000	SRF	[SRF] surface water layer (ENVO:00010504)	180	2000	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPTG] North Pacific Tropical Gyre Province (MRGID:21487)	TARA_N000002967	2011-11-30T17:16	-3931	24.612275	34.524725	23.0995	1.3705	0.0717	5	16.754029	201.518375	0	0.000052759	0.012660564	0.00799121	0.567577511			59.9032230377197	0.00014769472181797	0.002	0.0051		0.0109	0		0.0145	0.3115	0.242	1.7995	43	47	54	13	370	48	0.782584	0.595667					0.011	0.0046	0.0051	0	0.0333	0	0.0654	0.0027	17.0769	-118.8962	0	autumn	late	-0.588642	0.071185	44.027778
386	TARA_N000002997	TARA_138	MES	[0.8-3µm]	6.3559	-103.06	TARA_138_MES_0.8-3	TARA_138	ERS493829	ERR1712169|ERR868467|ERR1879904|ERR1879678|ERR1712000	SAMEA2623397	SEQ-(100L-or-15min)_W0.8-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.8	3	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	TARA_N000002997	2011-12-11T20:37	-3241	8.149894	34.608919	26.951444	0.39271	0	450		1.013313	36.753654	0.000004689	0.013172547	0.020416232	2.891272922		277.87			0	0.0018		0	0		0.0078	3.155	36.219	52.9225	38	45	49	15	482	49	0.602965	0.433796	6404.034706	6.281538192	20553.2	0.734761859	0	0.001	0.0018	0	0	0	0.0014	0	6.3559	-103.0598	0	autumn	late	-0.002795	0.020154	0
387	TARA_N000003003	TARA_138	SRF	[5-20µm]	6.3305	-102.946	TARA_138_SRF_5-20	TARA_138	ERS493776	ERR1712014|ERR1700910|ERR1879745|ERR1711877|ERR1879890	SAMEA2732453	SEQ-(500mL-or-15min)_N5-20	SRF	[SRF] surface water layer (ENVO:00010504)	5	20	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	TARA_N000003003	2011-12-10T19:34	-3166	26.605515	33.52041	21.72899	0.46219	0.00588	5		196.2029	0.803918	0.000004689	0.013172547	0.020416232	2.891272922	2.25678	281.582			0	0.0032	9.803891	0.0059	0	8.070004	0.003	0.1575	0.002	1.1855	43	54	51	17	123	54	0.602965	0.433796	4305.503877	6.507542471	17717.1	0.727668896	0.0052	0.003	0.0032	0	0.0213	0	0.0783	0	6.3305	-102.9464	0	autumn	late	-0.002795	0.020154	0
388	TARA_N000003005	TARA_138	SRF	[20-180µm]	6.3199	-102.96	TARA_138_SRF_20-180	TARA_138	ERS493772	ERR1726967|ERR1726948|ERR1756126|ERR1719336|ERR1756047|ERR1719166	SAMEA2732658	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	TARA_N000003005	2011-12-10T16:25	-3166	26.605515	33.52041	21.72899	1.1686	0.00588	5		196.2029	0.803918	0.000004689	0.013172547	0.020416232	2.891272922	2.25678	281.582			0	0.0032	9.803891	0.0059	0	8.070004	0.003	0.1575	0.002	1.1855	43	54	51	17	123	54	0.602965	0.433796	4305.503877	6.507542471	17717.1	0.727668896	0.0052	0.003	0.0032	0	0.0213	0	0.0783	0	6.3199	-102.96	0	autumn	late	-0.002795	0.020154	0
390	TARA_N000003011	TARA_138	DCM	[0.8-5µm]	6.3378	-102.954	TARA_138_DCM_0.8-5	TARA_138	ERS493797	ERR1719377|ERR1719359|ERR1756336|ERR1756036|ERR868398	SAMEA2623379	SEQ-(100L-or-15min)_W0.8-5	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.8	5	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	TARA_N000003011	2011-12-11T13:27	-3189	17.291965	34.664045	25.194555	0.12517	0.13926	60		41.52515	25.65001	0.000004689	0.013172547	0.020416232	2.891272922		282.98			0.0089	0.0132		0.0475	0		0.464	1.108	12.904	8.073	42	50	53	14	120	48	0.602965	0.433796	4312.041092	6.63935405	16960.1	0.731500451	0.0355	0.0135	0.0132	0.0018	0.0832	0.001	0.0529	0.0024	6.3378	-102.9538	0	autumn	late	-0.002795	0.020154	0
391	TARA_N000003013	TARA_138	DCM	[5-20µm]	6.3356	-103.04	TARA_138_DCM_5-20	TARA_138	ERS493804	ERR1756078|ERR1719190|ERR1755963|ERR1726560	SAMEA2732716	SEQ-(500mL-or-15min)_N5-20	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	5	20	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	TARA_N000003013	2011-12-11T16:27	-3192	17.696795	34.65179	25.080615	3.5121	0.14586	60		45.54665	25.389643	0.000004689	0.013172547	0.020416232	2.891272922		282.98			0.0089	0.0132		0.0475	0		0.464	1.108	12.904	8.073	46	52	57	13	114	51	0.602965	0.433796	4312.041092	6.63935405	16960.1	0.731500451	0.0355	0.0135	0.0132	0.0018	0.0832	0.001	0.0529	0.0024	6.3356	-103.0399	0	autumn	late	-0.002795	0.020154	0
392	TARA_N000003017	TARA_138	DCM	[180-2000µm]	6.3363	-103.075	TARA_138_DCM_180-2000	TARA_138	ERS493810	ERR1756029|ERR1756148|ERR1712239|ERR1726650|ERR1712082	SAMEA2732508	SEQ-(500mL-or-15min)_N180-2000	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	180	2000	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	TARA_N000003017	2011-12-11T17:39	-3192	17.696795	34.65179	25.080615	2.6486	0.14586	60		45.54665	25.389643	0.000004689	0.013172547	0.020416232	2.891272922		282.98			0.0089	0.0132		0.0475	0		0.464	1.108	12.904	8.073	46	52	57	13	114	51	0.602965	0.433796	4312.041092	6.63935405	16960.1	0.731500451	0.0355	0.0135	0.0132	0.0018	0.0832	0.001	0.0529	0.0024	6.3363	-103.0746	0	autumn	late	-0.002795	0.020154	0
393	TARA_N000003035	TARA_139	SRF	[>0.8µm]	6.4998	-94.9527	TARA_139_SRF_0.8->	TARA_139	ERS493851	ERR1879690|ERR1726730|ERR1719406|ERR1879721|ERR1719455	SAMEA2623417	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	TARA_N000003035	2011-12-15T14:16	-3629	26.396617	33.205433	21.557358	2.1174	0.248	5		183.942	2.969288	0.000004504	0.016344247	0.041543466	3.953974664					0.02775	0.06825	12.680073	0.0769	0	7.981318	0.0995	0.55525	4.49825	3.454	20	22	22	13	438	22	0.657741	0.405685					0.0655	0.02845	0.06825	0.0028	0.2313	0.00065	0.1813	0.0157	6.4998	-94.9527	0	autumn	late	-1.751306	0.029167	13.861111
394	TARA_N000003037	TARA_139	SRF	[0.8-5µm]	6.4998	-94.9527	TARA_139_SRF_0.8-5	TARA_139	ERS493853	ERR1756023|ERR1719185|ERR868420|ERR1719313|ERR1756136	SAMEA2623419	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	TARA_N000003037	2011-12-15T14:16	-3629	26.396617	33.205433	21.557358	2.1174	0.248	5		183.942	2.969288	0.000004504	0.016344247	0.041543466	3.953974664					0.02775	0.06825	12.680073	0.0769	0	7.981318	0.0995	0.55525	4.49825	3.454	20	22	22	13	438	22	0.657741	0.405685					0.0655	0.02845	0.06825	0.0028	0.2313	0.00065	0.1813	0.0157	6.4998	-94.9527	0	autumn	late	-1.751306	0.029167	13.861111
